"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","html-keyboard-response","35","198234","0.0-51.0","2u5ya5yy","2560","1440","","","","","","","","","","","751","t&g","Practice diganostic trial","","j","practice","11","false","true","RIGHT","j","1","","","","",""
"","html-keyboard-response","36","199000","0.0-54.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","37","199675","0.0-55.0","2u5ya5yy","2560","1440","","","","","","","","","","","674","t&g","Practice diganostic trial","","j","practice","12","false","true","RIGHT","j","1","","","","",""
"","html-keyboard-response","38","200433","0.0-58.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","39","201482","0.0-59.0","2u5ya5yy","2560","1440","","","","","","","","","","","1048","t&g","Practice diganostic trial","","f","practice","13","false","false","LEFT","f","1","","","","",""
"","html-keyboard-response","40","202237","0.0-62.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","41","202819","0.0-63.0","2u5ya5yy","2560","1440","","","","","","","","","","","581","enw","Practice diganostic trial","","j","practice","14","false","true","RIGHT","j","1","","","","",""
"","html-keyboard-response","42","203571","0.0-66.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","instructions","43","218090","0.0-67.0","2u5ya5yy","2560","1440","","","","","","","","","","[{""page_index"":0,""viewing_time"":14518}]","14518","Instructions","Final experiment explanation","","","","","","","","","","","","","",""
"","html-keyboard-response","44","227235","0.0-68.0","2u5ya5yy","2560","1440","","","","","","","","","","","7628","If me1 press LEFT | If idd press RIGHT","Practice inducer instructions",""," ","practice","","","","","","","","","","",""
"","html-keyboard-response","45","228507","0.0-69.0","2u5ya5yy","2560","1440","","","","","","","","","","","1270","me1","Practice inducer trial","","f","practice","","true","","","","1","","","","",""
"","html-keyboard-response","46","229260","0.0-72.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","47","234003","0.0-73.0","2u5ya5yy","2560","1440","","","","","","","","","","","4742","If ows press LEFT | If oco press RIGHT","Practice inducer instructions",""," ","practice","","","","","","","","","","",""
"","html-keyboard-response","48","234827","0.0-74.0","2u5ya5yy","2560","1440","","","","","","","","","","","823","ows","Practice inducer trial","","f","practice","","true","","","","1","","","","",""
"","html-keyboard-response","49","235582","0.0-77.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","50","243531","0.0-78.0","2u5ya5yy","2560","1440","","","","","","","","","","","7949","If w&d press LEFT | If drn press RIGHT","Practice inducer instructions",""," ","practice","","","","","","","","","","",""
"","html-keyboard-response","51","244267","0.0-79.0","2u5ya5yy","2560","1440","","","","","","","","","","","735","drn","Practice inducer trial","","j","practice","","true","","","","1","","","","",""
"","html-keyboard-response","52","245023","0.0-82.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","53","251523","0.0-83.0","2u5ya5yy","2560","1440","","","","","","","","","","","6499","If r22 press LEFT | If mhs press RIGHT","Practice inducer instructions",""," ","practice","","","","","","","","","","",""
"","html-keyboard-response","54","252227","0.0-84.0","2u5ya5yy","2560","1440","","","","","","","","","","","703","mhs","Practice inducer trial","","j","practice","","true","","","","1","","","","",""
"","html-keyboard-response","55","252985","0.0-87.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","56","256147","0.0-88.0","2u5ya5yy","2560","1440","","","","","","","","","","","3162","End practice","End of practice",""," ","","","","","","","","","","","",""
"","html-keyboard-response","57","257653","0.0-89.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
"","html-keyboard-response","58","262035","0.0-90.0","2u5ya5yy","2560","1440","","","","","","","","","","","4381","If eal press LEFT | If yrl press RIGHT","Inducer instructions",""," ","0","","","","","","","","","","",""
"","html-keyboard-response","59","262793","0.0-91.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","60","263307","0.0-92.0","2u5ya5yy","2560","1440","","","","","","","","","","","513","eal","Diagnostic trial","","f","0","0","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","61","264073","0.0-95.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","62","264507","0.0-96.0","2u5ya5yy","2560","1440","","","","","","","","","","","434","eal","Diagnostic trial","","f","0","1","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","63","265272","0.0-99.0","2u5ya5yy","2560","1440","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
