"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","html-keyboard-response","136","293444","0.0-226.0","xg8vmgtv","1440","900","","","","","","","","","","","546","xet","Diagnostic trial","","f","3","8","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","137","294196","0.0-229.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","138","294877","0.0-230.0","xg8vmgtv","1440","900","","","","","","","","","","","679","xet","Diagnostic trial","","j","3","9","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","139","295634","0.0-233.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","140","296300","0.0-234.0","xg8vmgtv","1440","900","","","","","","","","","","","665","xet","Diagnostic trial","","f","3","10","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","141","297053","0.0-237.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","142","297648","0.0-238.0","xg8vmgtv","1440","900","","","","","","","","","","","594","xet","Diagnostic trial","","f","3","11","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","143","298404","0.0-241.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","144","299144","0.0-242.0","xg8vmgtv","1440","900","","","","","","","","","","","738","aor","Diagnostic trial","","j","3","12","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","145","299897","0.0-245.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","146","300450","0.0-246.0","xg8vmgtv","1440","900","","","","","","","","","","","552","xet","Inducer trial","","f","3","","true","","","","0","","","","",""
